	chr	end	ensemblgene	start	strand
ENSMUSG00000020720	11	107395188	ENSMUSG00000020720	107370310	1
ENSMUSG00000020721	11	107584652	ENSMUSG00000020721	107438756	1
ENSMUSG00000020728	11	108751441	ENSMUSG00000020728	108316018	1
ENSMUSG00000020733	11	115072007	ENSMUSG00000020733	115054167	1
ENSMUSG00000020736	11	115382688	ENSMUSG00000020736	115381246	-1
ENSMUSG00000020737	11	115405213	ENSMUSG00000020737	115388179	-1
ENSMUSG00000020738	11	115427102	ENSMUSG00000020738	115413928	-1
ENSMUSG00000020739	11	115474811	ENSMUSG00000020739	115455260	1
ENSMUSG00000020740	11	115494877	ENSMUSG00000020740	115475081	-1
ENSMUSG00000020741	11	74561673	ENSMUSG00000020741	74540321	1
ENSMUSG00000020743	11	115503795	ENSMUSG00000020743	115498744	-1
ENSMUSG00000020744	11	115519121	ENSMUSG00000020744	115505004	-1
ENSMUSG00000020745	11	74615496	ENSMUSG00000020745	74564775	-1
ENSMUSG00000020747	11	115690192	ENSMUSG00000020747	115656259	1
ENSMUSG00000020752	11	115824303	ENSMUSG00000020752	115783421	-1
ENSMUSG00000020755	11	115857551	ENSMUSG00000020755	115824108	1
ENSMUSG00000020766	11	115903545	ENSMUSG00000020766	115899283	-1
ENSMUSG00000020770	11	115952040	ENSMUSG00000020770	115921148	1
ENSMUSG00000020773	11	116018036	ENSMUSG00000020773	115996578	-1
ENSMUSG00000020774	11	73220422	ENSMUSG00000020774	73195818	-1
ENSMUSG00000020775	11	116029694	ENSMUSG00000020775	116022643	-1
ENSMUSG00000020776	11	116058992	ENSMUSG00000020776	116033111	-1
ENSMUSG00000020777	11	116089871	ENSMUSG00000020777	116062714	-1
ENSMUSG00000020778	11	116106144	ENSMUSG00000020778	116089681	1
ENSMUSG00000020780	11	116165043	ENSMUSG00000020780	116135992	-1
ENSMUSG00000020781	11	115713920	ENSMUSG00000020781	115705550	1
ENSMUSG00000020782	11	115746606	ENSMUSG00000020782	115714875	1
ENSMUSG00000020783	11	72980143	ENSMUSG00000020783	72938609	1
ENSMUSG00000020785	11	72932899	ENSMUSG00000020785	72909834	1
ENSMUSG00000020790	11	72662972	ENSMUSG00000020790	72580832	1
ENSMUSG00000020792	11	116198059	ENSMUSG00000020792	116178827	-1
ENSMUSG00000020794	11	72577307	ENSMUSG00000020794	72498109	1
ENSMUSG00000020801	11	72106418	ENSMUSG00000020801	72102550	-1
ENSMUSG00000020802	11	116472273	ENSMUSG00000020802	116428566	-1
ENSMUSG00000020803	11	72100841	ENSMUSG00000020803	72098373	1
ENSMUSG00000020805	11	72158048	ENSMUSG00000020805	72132815	-1
ENSMUSG00000020806	11	116517845	ENSMUSG00000020806	116488991	-1
ENSMUSG00000020808	11	71938196	ENSMUSG00000020808	71932858	1
ENSMUSG00000020810	11	116545139	ENSMUSG00000020810	116536421	-1
ENSMUSG00000020812	11	116575898	ENSMUSG00000020812	116562430	1
ENSMUSG00000020814	11	116718872	ENSMUSG00000020814	116693888	-1
ENSMUSG00000020817	11	70833931	ENSMUSG00000020817	70735604	1
ENSMUSG00000020818	11	116766461	ENSMUSG00000020818	116743266	1
ENSMUSG00000020821	11	70622790	ENSMUSG00000020821	70591374	1
ENSMUSG00000020823	11	117050094	ENSMUSG00000020823	117005994	1
ENSMUSG00000020827	11	70505309	ENSMUSG00000020827	70453707	1
ENSMUSG00000020828	11	70448936	ENSMUSG00000020828	70430890	1
ENSMUSG00000020829	11	78362885	ENSMUSG00000020829	78356523	1
ENSMUSG00000020832	11	77971209	ENSMUSG00000020832	77964202	-1
ENSMUSG00000020834	11	77928692	ENSMUSG00000020834	77923106	1
ENSMUSG00000020836	11	77361310	ENSMUSG00000020836	77353237	1
ENSMUSG00000020840	11	76878205	ENSMUSG00000020840	76815635	1
ENSMUSG00000020841	11	76737844	ENSMUSG00000020841	76669250	-1
ENSMUSG00000020843	11	76307118	ENSMUSG00000020843	76297778	1
ENSMUSG00000020844	11	76289966	ENSMUSG00000020844	76148024	-1
ENSMUSG00000020846	11	75918608	ENSMUSG00000020846	75910020	-1
ENSMUSG00000020849	11	75656671	ENSMUSG00000020849	75623695	1
ENSMUSG00000020850	11	75400275	ENSMUSG00000020850	75377642	1
ENSMUSG00000020857	11	93847085	ENSMUSG00000020857	93840640	-1
ENSMUSG00000020859	11	94016911	ENSMUSG00000020859	93886917	1
ENSMUSG00000020863	11	94212814	ENSMUSG00000020863	94178716	-1
ENSMUSG00000020864	11	94232667	ENSMUSG00000020864	94218827	1
ENSMUSG00000020865	11	94283823	ENSMUSG00000020865	94234121	-1
ENSMUSG00000020866	11	94365024	ENSMUSG00000020866	94299217	-1
ENSMUSG00000020868	11	94568341	ENSMUSG00000020868	94554677	-1
ENSMUSG00000020869	11	94536042	ENSMUSG00000020869	94520593	1
ENSMUSG00000020870	11	94633859	ENSMUSG00000020870	94632608	1
ENSMUSG00000020873	11	95282602	ENSMUSG00000020873	95275518	1
ENSMUSG00000020875	11	96167421	ENSMUSG00000020875	96162283	1
ENSMUSG00000020876	11	96668385	ENSMUSG00000020876	96658381	-1
ENSMUSG00000020877	11	96924784	ENSMUSG00000020877	96920764	1
ENSMUSG00000020882	11	97913860	ENSMUSG00000020882	97892334	-1
ENSMUSG00000020883	11	98041229	ENSMUSG00000020883	97973382	-1
ENSMUSG00000020886	11	69938348	ENSMUSG00000020886	69907768	1
ENSMUSG00000020888	11	69903127	ENSMUSG00000020888	69891421	1
ENSMUSG00000020889	11	98666159	ENSMUSG00000020889	98658758	-1
ENSMUSG00000020893	11	69000786	ENSMUSG00000020893	68986043	1
ENSMUSG00000020894	11	68983210	ENSMUSG00000020894	68979316	1
ENSMUSG00000020895	11	68964119	ENSMUSG00000020895	68961632	1
ENSMUSG00000020897	11	68942490	ENSMUSG00000020897	68936473	1
ENSMUSG00000020898	11	68927299	ENSMUSG00000020898	68906737	1
ENSMUSG00000020899	11	68899286	ENSMUSG00000020899	68876523	-1
ENSMUSG00000020900	11	68707458	ENSMUSG00000020900	68582385	1
ENSMUSG00000020902	11	68291649	ENSMUSG00000020902	68100190	-1
ENSMUSG00000020903	11	68097974	ENSMUSG00000020903	67857019	1
ENSMUSG00000020910	11	66943420	ENSMUSG00000020910	66928731	-1
ENSMUSG00000020911	11	100039491	ENSMUSG00000020911	100031636	-1
ENSMUSG00000020914	11	98915015	ENSMUSG00000020914	98883769	-1
ENSMUSG00000020917	11	100418826	ENSMUSG00000020917	100367179	-1
ENSMUSG00000020918	11	100603291	ENSMUSG00000020918	100595572	-1
ENSMUSG00000020919	11	100741550	ENSMUSG00000020919	100671557	-1
ENSMUSG00000020921	11	102047230	ENSMUSG00000020921	102043372	-1
ENSMUSG00000020922	11	102076122	ENSMUSG00000020922	102053323	-1
ENSMUSG00000020923	11	102210568	ENSMUSG00000020923	102195386	-1
ENSMUSG00000020925	11	102588608	ENSMUSG00000020925	102575512	-1
ENSMUSG00000020929	11	102771811	ENSMUSG00000020929	102729299	-1
ENSMUSG00000020935	11	102919159	ENSMUSG00000020935	102884873	-1
ENSMUSG00000020936	11	102959738	ENSMUSG00000020936	102919016	1
ENSMUSG00000020937	11	102992484	ENSMUSG00000020937	102961130	-1
ENSMUSG00000020941	11	103158298	ENSMUSG00000020941	103110588	-1
ENSMUSG00000020946	11	103588724	ENSMUSG00000020946	103567675	-1
ENSMUSG00000020948	12	65012308	ENSMUSG00000020948	64985607	-1
ENSMUSG00000020949	12	65120781	ENSMUSG00000020949	65109198	-1
ENSMUSG00000020952	12	51496884	ENSMUSG00000020952	51424293	1
ENSMUSG00000020953	12	51652554	ENSMUSG00000020953	51640124	1
ENSMUSG00000020954	12	51738680	ENSMUSG00000020954	51656415	-1
ENSMUSG00000020955	12	51791569	ENSMUSG00000020955	51737816	1
ENSMUSG00000020956	12	52053284	ENSMUSG00000020956	52035095	-1
ENSMUSG00000020961	12	91755161	ENSMUSG00000020961	91599783	-1
ENSMUSG00000020962	12	91557261	ENSMUSG00000020962	91522036	-1
ENSMUSG00000020964	12	91815931	ENSMUSG00000020964	91772817	-1
ENSMUSG00000020973	12	69245203	ENSMUSG00000020973	69235861	-1
ENSMUSG00000020974	12	69274969	ENSMUSG00000020974	69248547	-1
ENSMUSG00000020978	12	69357461	ENSMUSG00000020978	69343455	1
ENSMUSG00000020982	12	69403939	ENSMUSG00000020982	69357296	-1
ENSMUSG00000020986	12	59058803	ENSMUSG00000020986	59005169	-1
ENSMUSG00000020988	12	69771647	ENSMUSG00000020988	69737207	-1
ENSMUSG00000020990	12	69838041	ENSMUSG00000020990	69793622	-1
ENSMUSG00000020992	12	69887253	ENSMUSG00000020992	69837062	1
ENSMUSG00000020993	12	59108258	ENSMUSG00000020993	59089878	-1
ENSMUSG00000020994	12	59120784	ENSMUSG00000020994	59113670	1
ENSMUSG00000021000	12	59238369	ENSMUSG00000021000	59142585	1
ENSMUSG00000021003	12	98225718	ENSMUSG00000021003	98168553	-1
ENSMUSG00000021007	12	98636074	ENSMUSG00000021007	98594416	1
ENSMUSG00000021009	12	98703664	ENSMUSG00000021009	98643000	-1
ENSMUSG00000021010	12	54118958	ENSMUSG00000021010	53294940	1
ENSMUSG00000021012	12	98754012	ENSMUSG00000021012	98713223	1
ENSMUSG00000021013	12	98949497	ENSMUSG00000021013	98886833	1
ENSMUSG00000021022	12	55349783	ENSMUSG00000021022	55325776	-1
ENSMUSG00000021023	12	55429318	ENSMUSG00000021023	55346362	1
ENSMUSG00000021024	12	55465239	ENSMUSG00000021024	55431007	1
ENSMUSG00000021025	12	55539432	ENSMUSG00000021025	55536195	-1
ENSMUSG00000021027	12	55867952	ENSMUSG00000021027	55649681	-1
ENSMUSG00000021028	12	56392679	ENSMUSG00000021028	56375088	-1
ENSMUSG00000021033	12	87211497	ENSMUSG00000021033	87193939	1
ENSMUSG00000021036	12	87435129	ENSMUSG00000021036	87351832	-1
ENSMUSG00000021037	12	87320772	ENSMUSG00000021037	87313253	1
ENSMUSG00000021038	12	87313030	ENSMUSG00000021038	87285642	-1
ENSMUSG00000021039	12	87519044	ENSMUSG00000021039	87495845	-1
ENSMUSG00000021040	12	87498976	ENSMUSG00000021040	87490666	1
ENSMUSG00000021044	12	88428494	ENSMUSG00000021044	88327324	1
ENSMUSG00000021047	12	46865712	ENSMUSG00000021047	46741300	-1
ENSMUSG00000021048	12	76366577	ENSMUSG00000021048	76302072	1
ENSMUSG00000021051	12	75643019	ENSMUSG00000021051	75497655	-1
ENSMUSG00000021054	12	75782503	ENSMUSG00000021054	75761023	-1
ENSMUSG00000021055	12	76224033	ENSMUSG00000021055	76167193	-1
ENSMUSG00000021061	12	76757321	ENSMUSG00000021061	76627262	-1
ENSMUSG00000021062	12	76869682	ENSMUSG00000021062	76844734	-1
ENSMUSG00000021065	12	77523112	ENSMUSG00000021065	77284899	1
ENSMUSG00000021066	12	70013191	ENSMUSG00000021066	69939388	1
ENSMUSG00000021067	12	70033776	ENSMUSG00000021067	70011786	-1
ENSMUSG00000021068	12	70160491	ENSMUSG00000021068	70058209	-1
ENSMUSG00000021069	12	70278262	ENSMUSG00000021069	70237585	-1
ENSMUSG00000021070	12	105561496	ENSMUSG00000021070	105529485	1
ENSMUSG00000021072	12	70514814	ENSMUSG00000021072	70499869	1
ENSMUSG00000021076	12	71011492	ENSMUSG00000021076	70984631	1
ENSMUSG00000021079	12	71183458	ENSMUSG00000021079	71169947	-1
ENSMUSG00000021091	12	104380588	ENSMUSG00000021091	104372988	1
ENSMUSG00000021094	12	72711683	ENSMUSG00000021094	72697127	-1
ENSMUSG00000021096	12	72846593	ENSMUSG00000021096	72804229	1
ENSMUSG00000021097	12	104831335	ENSMUSG00000021097	104729376	-1
ENSMUSG00000021098	12	72987548	ENSMUSG00000021098	72927883	-1
ENSMUSG00000021102	12	105009165	ENSMUSG00000021102	104998947	1
ENSMUSG00000021103	12	73320762	ENSMUSG00000021103	73170491	1
ENSMUSG00000021108	12	73824959	ENSMUSG00000021108	73631570	1
ENSMUSG00000021109	12	73994304	ENSMUSG00000021109	73948149	1
ENSMUSG00000021111	12	105805203	ENSMUSG00000021111	105750953	1
ENSMUSG00000021112	12	78887488	ENSMUSG00000021112	78795681	1
ENSMUSG00000021113	12	74035740	ENSMUSG00000021113	74011255	1
ENSMUSG00000021114	12	78908412	ENSMUSG00000021114	78887499	-1
ENSMUSG00000021115	12	106043685	ENSMUSG00000021115	105976487	1
ENSMUSG00000021116	12	78933784	ENSMUSG00000021116	78908593	1
ENSMUSG00000021120	12	79136425	ENSMUSG00000021120	79127438	-1
ENSMUSG00000021123	12	79269439	ENSMUSG00000021123	79255688	1
ENSMUSG00000021124	12	79219441	ENSMUSG00000021124	79202791	-1
ENSMUSG00000021127	12	80159787	ENSMUSG00000021127	80154528	-1
ENSMUSG00000021130	12	80677746	ENSMUSG00000021130	80565051	1
ENSMUSG00000021131	12	80691115	ENSMUSG00000021131	80680796	-1
ENSMUSG00000021133	12	80927609	ENSMUSG00000021133	80837284	1
ENSMUSG00000021134	12	80997281	ENSMUSG00000021134	80992278	1
ENSMUSG00000021139	12	81579679	ENSMUSG00000021139	81405634	-1
ENSMUSG00000021140	12	82047698	ENSMUSG00000021140	81906797	1
ENSMUSG00000021143	12	113038021	ENSMUSG00000021143	112978128	1
ENSMUSG00000021144	12	113100826	ENSMUSG00000021144	113061898	1
ENSMUSG00000021147	13	8921945	ENSMUSG00000021147	8853004	-1
ENSMUSG00000021149	13	9046119	ENSMUSG00000021149	9016367	-1
ENSMUSG00000021156	13	9815366	ENSMUSG00000021156	9734869	-1
ENSMUSG00000021171	12	116354670	ENSMUSG00000021171	116244816	1
ENSMUSG00000021175	12	117842441	ENSMUSG00000021175	117768024	1
ENSMUSG00000021176	12	99850698	ENSMUSG00000021176	99659304	-1
ENSMUSG00000021177	12	99921478	ENSMUSG00000021177	99850776	1
ENSMUSG00000021178	12	100089664	ENSMUSG00000021178	100076413	1
ENSMUSG00000021179	12	100125912	ENSMUSG00000021179	100091711	-1
ENSMUSG00000021180	12	100693242	ENSMUSG00000021180	100514698	-1
ENSMUSG00000021185	12	100863240	ENSMUSG00000021185	100745316	1
ENSMUSG00000021186	12	101785314	ENSMUSG00000021186	101712824	-1
ENSMUSG00000021188	12	101879526	ENSMUSG00000021188	101800302	-1
ENSMUSG00000021189	12	101924505	ENSMUSG00000021189	101885160	-1
ENSMUSG00000021190	12	102406072	ENSMUSG00000021190	102360343	-1
ENSMUSG00000021192	12	102464166	ENSMUSG00000021192	102435394	1
ENSMUSG00000021193	13	6630551	ENSMUSG00000021193	6598185	1
ENSMUSG00000021196	13	6698813	ENSMUSG00000021196	6629804	-1
ENSMUSG00000021203	12	103372609	ENSMUSG00000021203	103354941	1
ENSMUSG00000021208	12	103423482	ENSMUSG00000021208	103417157	-1
ENSMUSG00000021213	13	4255595	ENSMUSG00000021213	4241149	1
ENSMUSG00000021214	13	4200653	ENSMUSG00000021214	4182614	-1
ENSMUSG00000021215	13	3968220	ENSMUSG00000021215	3932018	-1
ENSMUSG00000021217	7	36472978	ENSMUSG00000021217	36397543	1
ENSMUSG00000021218	13	3617871	ENSMUSG00000021218	3588063	1
ENSMUSG00000021222	12	83588694	ENSMUSG00000021222	83567240	1
ENSMUSG00000021224	12	83968708	ENSMUSG00000021224	83840808	-1
ENSMUSG00000021226	12	84040647	ENSMUSG00000021226	84034635	1
ENSMUSG00000021235	12	84420570	ENSMUSG00000021235	84408431	1
ENSMUSG00000021236	12	84455803	ENSMUSG00000021236	84420631	-1
ENSMUSG00000021238	12	84497778	ENSMUSG00000021238	84477491	-1
ENSMUSG00000021240	12	84664187	ENSMUSG00000021240	84648238	-1
ENSMUSG00000021241	12	84821862	ENSMUSG00000021241	84820025	1
ENSMUSG00000021242	12	84819926	ENSMUSG00000021242	84801336	-1
ENSMUSG00000021243	12	85030077	ENSMUSG00000021243	85017671	1
ENSMUSG00000021244	12	85117289	ENSMUSG00000021244	85043095	1
ENSMUSG00000021245	12	85317373	ENSMUSG00000021245	85281294	-1
ENSMUSG00000021248	12	85421621	ENSMUSG00000021248	85387388	-1
ENSMUSG00000021250	12	85524047	ENSMUSG00000021250	85520664	1
ENSMUSG00000021252	12	85871324	ENSMUSG00000021252	85862222	-1
ENSMUSG00000021253	12	86125815	ENSMUSG00000021253	86103519	-1
ENSMUSG00000021254	12	86338558	ENSMUSG00000021254	86288632	1
ENSMUSG00000021258	12	108169618	ENSMUSG00000021258	108145838	1
ENSMUSG00000021260	12	108297128	ENSMUSG00000021260	108272529	1
ENSMUSG00000021262	12	108654775	ENSMUSG00000021262	108520979	1
ENSMUSG00000021264	12	108786074	ENSMUSG00000021264	108758899	1
ENSMUSG00000021265	12	108801809	ENSMUSG00000021265	108791799	-1
ENSMUSG00000021266	12	108860100	ENSMUSG00000021266	108825956	-1
ENSMUSG00000021268	12	109538160	ENSMUSG00000021268	109506884	1
ENSMUSG00000021271	12	110836430	ENSMUSG00000021271	110816687	1
ENSMUSG00000021273	14	63417027	ENSMUSG00000021273	63382599	-1
ENSMUSG00000021275	12	110938828	ENSMUSG00000021275	110855698	1
ENSMUSG00000021276	12	110855579	ENSMUSG00000021276	110839044	-1
ENSMUSG00000021277	12	111233587	ENSMUSG00000021277	111132804	1
ENSMUSG00000021279	12	111344152	ENSMUSG00000021279	111259410	-1
ENSMUSG00000021280	12	111398112	ENSMUSG00000021280	111383451	1
ENSMUSG00000021281	12	111421452	ENSMUSG00000021281	111408903	1
ENSMUSG00000021282	12	111513186	ENSMUSG00000021282	111504450	1
ENSMUSG00000021285	12	111874544	ENSMUSG00000021285	111794891	-1
ENSMUSG00000021286	12	111798626	ENSMUSG00000021286	111780604	1
ENSMUSG00000021287	12	111780307	ENSMUSG00000021287	111769626	-1
ENSMUSG00000021288	12	111774278	ENSMUSG00000021288	111725283	1
ENSMUSG00000021290	12	111933411	ENSMUSG00000021290	111927809	-1
ENSMUSG00000021302	13	14238073	ENSMUSG00000021302	14225244	-1
ENSMUSG00000021306	13	13568599	ENSMUSG00000021306	13532205	-1
ENSMUSG00000021311	13	12272999	ENSMUSG00000021311	12197598	-1
ENSMUSG00000021318	13	15904611	ENSMUSG00000021318	15637820	1
ENSMUSG00000021326	13	21378894	ENSMUSG00000021326	21363615	1
ENSMUSG00000021327	13	21586925	ENSMUSG00000021327	21571173	-1
ENSMUSG00000021338	13	24464778	ENSMUSG00000021338	24196327	-1
ENSMUSG00000021339	13	25204362	ENSMUSG00000021339	25171466	-1
ENSMUSG00000021357	13	31158076	ENSMUSG00000021357	30997902	-1
ENSMUSG00000021360	13	41114368	ENSMUSG00000021360	41013230	1
ENSMUSG00000021361	13	41176062	ENSMUSG00000021361	41169768	1
ENSMUSG00000021365	13	41640838	ENSMUSG00000021365	41463057	-1
ENSMUSG00000021366	13	42346013	ENSMUSG00000021366	42205497	1
ENSMUSG00000021367	13	42461466	ENSMUSG00000021367	42454952	1
ENSMUSG00000021368	13	43324977	ENSMUSG00000021368	43305216	-1
ENSMUSG00000021371	13	43713667	ENSMUSG00000021371	43691869	-1
ENSMUSG00000021373	13	46803757	ENSMUSG00000021373	46655324	1
ENSMUSG00000021374	13	46881416	ENSMUSG00000021374	46833381	-1
ENSMUSG00000021375	13	47083343	ENSMUSG00000021375	46902563	-1
ENSMUSG00000021376	13	47198213	ENSMUSG00000021376	47175958	-1
ENSMUSG00000021377	13	47259677	ENSMUSG00000021377	47238251	-1
ENSMUSG00000021379	13	48419502	ENSMUSG00000021379	48414704	1
ENSMUSG00000021385	13	49618049	ENSMUSG00000021385	49574725	1
ENSMUSG00000021388	13	49721041	ENSMUSG00000021388	49697919	1
ENSMUSG00000021390	13	49777977	ENSMUSG00000021390	49761522	1
ENSMUSG00000021391	13	49806261	ENSMUSG00000021391	49617499	-1
ENSMUSG00000021392	13	49832492	ENSMUSG00000021392	49806554	1
ENSMUSG00000021395	13	51306582	ENSMUSG00000021395	51254916	1
ENSMUSG00000021400	13	33006592	ENSMUSG00000021400	32986021	1
ENSMUSG00000021403	13	33225867	ENSMUSG00000021403	33211399	1
ENSMUSG00000021408	13	34221130	ENSMUSG00000021408	34186346	1
ENSMUSG00000021411	13	34837469	ENSMUSG00000021411	34811817	-1
ENSMUSG00000021413	13	35090047	ENSMUSG00000021413	35059285	1
ENSMUSG00000021416	13	35147793	ENSMUSG00000021416	35130597	-1
ENSMUSG00000021417	13	35211079	ENSMUSG00000021417	35161731	-1
ENSMUSG00000021418	13	36090342	ENSMUSG00000021418	36077455	-1
ENSMUSG00000021420	13	36910254	ENSMUSG00000021420	36301395	1
ENSMUSG00000021427	13	38178193	ENSMUSG00000021427	38150581	-1
ENSMUSG00000021428	13	38245409	ENSMUSG00000021428	38220971	1
ENSMUSG00000021431	13	38411641	ENSMUSG00000021431	38388914	1
ENSMUSG00000021432	13	39144851	ENSMUSG00000021432	39116112	-1
ENSMUSG00000021453	13	52002504	ENSMUSG00000021453	52000714	1
ENSMUSG00000021457	13	52802828	ENSMUSG00000021457	52737209	1
ENSMUSG00000021458	13	63473910	ENSMUSG00000021458	63112707	1
ENSMUSG00000021460	13	53083717	ENSMUSG00000021460	52989155	-1
ENSMUSG00000021461	13	63645092	ENSMUSG00000021461	63432857	-1
ENSMUSG00000021464	13	53440160	ENSMUSG00000021464	53263348	-1
ENSMUSG00000021466	13	63721412	ENSMUSG00000021466	63656142	-1
ENSMUSG00000021468	13	53531433	ENSMUSG00000021468	53486784	-1
ENSMUSG00000021469	13	53627110	ENSMUSG00000021469	53620920	-1
ENSMUSG00000021470	13	64048116	ENSMUSG00000021470	63963054	1
ENSMUSG00000021474	13	54262361	ENSMUSG00000021474	54225888	1
ENSMUSG00000021476	13	64334351	ENSMUSG00000021476	64309638	1
ENSMUSG00000021481	13	55282638	ENSMUSG00000021481	55253124	1
ENSMUSG00000021482	13	64460524	ENSMUSG00000021482	64423094	-1
ENSMUSG00000021483	13	64589587	ENSMUSG00000021483	64580128	1
ENSMUSG00000021484	13	55510596	ENSMUSG00000021484	55491646	-1
ENSMUSG00000021485	13	55477636	ENSMUSG00000021485	55472981	-1
ENSMUSG00000021486	13	55473085	ENSMUSG00000021486	55468313	1
ENSMUSG00000021488	13	55466138	ENSMUSG00000021488	55357595	1
ENSMUSG00000021493	13	55661489	ENSMUSG00000021493	55643608	-1
ENSMUSG00000021494	13	55684471	ENSMUSG00000021494	55678223	-1
ENSMUSG00000021495	13	55718933	ENSMUSG00000021495	55687129	-1
ENSMUSG00000021496	13	55924643	ENSMUSG00000021496	55875181	1
ENSMUSG00000021497	13	55874040	ENSMUSG00000021497	55862463	1
ENSMUSG00000021500	13	55829069	ENSMUSG00000021500	55782840	1
ENSMUSG00000021501	13	55780224	ENSMUSG00000021501	55770818	1
ENSMUSG00000021504	13	55758256	ENSMUSG00000021504	55747709	1
ENSMUSG00000021508	13	56444364	ENSMUSG00000021508	56436456	-1
ENSMUSG00000021509	13	56622052	ENSMUSG00000021509	56586168	1
ENSMUSG00000021510	13	67785910	ENSMUSG00000021510	67760882	-1
ENSMUSG00000021514	13	65452035	ENSMUSG00000021514	65426628	1
ENSMUSG00000021518	13	67146465	ENSMUSG00000021518	67080894	1
ENSMUSG00000021519	13	67081152	ENSMUSG00000021519	67055032	-1
ENSMUSG00000021520	13	67053442	ENSMUSG00000021520	67048681	-1
ENSMUSG00000021532	13	68740457	ENSMUSG00000021532	68730353	1
ENSMUSG00000021536	13	69147660	ENSMUSG00000021536	68768162	-1
ENSMUSG00000021537	13	81945274	ENSMUSG00000021537	81931196	1
ENSMUSG00000021540	13	56890190	ENSMUSG00000021540	56850823	1
ENSMUSG00000021546	13	58551157	ENSMUSG00000021546	58538956	-1
ENSMUSG00000021548	13	85371588	ENSMUSG00000021548	85337527	1
ENSMUSG00000021549	13	85437249	ENSMUSG00000021549	85362899	-1
ENSMUSG00000021550	13	58533039	ENSMUSG00000021550	58527631	-1
ENSMUSG00000021552	13	58423513	ENSMUSG00000021552	58381160	-1
ENSMUSG00000021555	13	59783736	ENSMUSG00000021555	59733073	1
ENSMUSG00000021556	13	59823625	ENSMUSG00000021556	59782440	-1
ENSMUSG00000021557	13	59733041	ENSMUSG00000021557	59593556	-1
ENSMUSG00000021559	13	60911005	ENSMUSG00000021559	60749761	1
ENSMUSG00000021567	13	73995750	ENSMUSG00000021567	73966653	-1
ENSMUSG00000021569	13	74085903	ENSMUSG00000021569	74059466	-1
ENSMUSG00000021572	13	74210418	ENSMUSG00000021572	74184619	-1
ENSMUSG00000021575	13	74440450	ENSMUSG00000021575	74359237	-1
ENSMUSG00000021576	13	74465699	ENSMUSG00000021576	74451628	-1
ENSMUSG00000021577	13	74498399	ENSMUSG00000021577	74470373	-1
ENSMUSG00000021578	13	74513902	ENSMUSG00000021578	74498428	1
ENSMUSG00000021583	13	74841320	ENSMUSG00000021583	74787687	1
ENSMUSG00000021585	13	74956929	ENSMUSG00000021585	74840487	-1
ENSMUSG00000021589	13	76092044	ENSMUSG00000021589	76017656	-1
ENSMUSG00000021591	13	75998273	ENSMUSG00000021591	75987987	1
ENSMUSG00000021592	13	76246779	ENSMUSG00000021592	76208541	-1
